subject,latitude,longitude
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.2772,-71.0723
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Parks & Recreation Department,42.3594,-71.0587
Public Works Department,42.3478,-71.1355
Public Works Department,42.2883,-71.0796
Public Works Department,42.2883,-71.0796
Inspectional Services,42.3529,-71.0809
Inspectional Services,42.3529,-71.0809
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3293,-71.0956
Transportation - Traffic Division,42.3845,-71.0785
Public Works Department,42.2799,-71.0593
Public Works Department,42.3762,-71.0529
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3398,-71.0781
Public Works Department,42.3594,-71.0587
Inspectional Services,42.3394,-71.0797
Transportation - Traffic Division,42.3594,-71.0587
Inspectional Services,42.3368,-71.0254
Public Works Department,42.3026,-71.0657
Public Works Department,42.2927,-71.1508
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3208,-71.1104
Transportation - Traffic Division,42.3365,-71.0279
Public Works Department,42.2863,-71.1305
Transportation - Traffic Division,42.3669,-71.0378
Public Works Department,42.3063,-71.1188
Public Works Department,42.3575,-71.0661
Transportation - Traffic Division,42.3594,-71.0587
Inspectional Services,42.2920,-71.0805
Parks & Recreation Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.3661,-71.0521
Public Works Department,42.3661,-71.0521
Public Works Department,42.3448,-71.0797
Public Works Department,42.3594,-71.0587
Mayor's 24 Hour Hotline,42.3323,-71.0661
Public Works Department,42.3526,-71.1548
Public Works Department,42.2750,-71.0789
Transportation - Traffic Division,42.2805,-71.0739
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Mayor's 24 Hour Hotline,42.3513,-71.0787
Public Works Department,42.2745,-71.1676
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.2725,-71.0635
Transportation - Traffic Division,42.3516,-71.0759
Mayor's 24 Hour Hotline,42.3443,-71.0791
Transportation - Traffic Division,42.3408,-71.0883
Public Works Department,42.2946,-71.0591
Property Management,42.3416,-71.0771
Parks & Recreation Department,42.3195,-71.1001
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.2781,-71.1407
Public Works Department,42.3554,-71.1489
Property Management,42.3812,-71.0388
Transportation - Traffic Division,42.2919,-71.0715
Public Works Department,42.2914,-71.0915
Public Works Department,42.3594,-71.0587
Property Management,42.3794,-71.0399
Property Management,42.3594,-71.0587
Public Works Department,42.2865,-71.0911
Property Management,42.3765,-71.0394
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Property Management,42.3594,-71.0587
Inspectional Services,42.3493,-71.1532
Public Works Department,42.2703,-71.1092
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3649,-71.0332
Property Management,42.3594,-71.0587
Public Works Department,42.3492,-71.1723
Property Management,42.3683,-71.0393
Public Works Department,42.3520,-71.1391
Property Management,42.3804,-71.0391
Public Works Department,42.3382,-71.0751
Public Works Department,42.2783,-71.1155
Transportation - Traffic Division,42.3285,-71.0777
Public Works Department,42.3270,-71.0949
Transportation - Traffic Division,42.3810,-71.0701
Transportation - Traffic Division,42.3594,-71.0587
Inspectional Services,42.2959,-71.0719
Public Works Department,42.3594,-71.0587
Inspectional Services,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3626,-71.0524
Public Works Department,42.3342,-71.0398
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.3458,-71.0867
Public Works Department,42.3497,-71.0676
Public Works Department,42.2993,-71.0768
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3604,-71.0699
Public Works Department,42.3594,-71.0587
Inspectional Services,42.3666,-71.0555
Mayor's 24 Hour Hotline,42.3309,-71.0568
Animal Control,42.2372,-71.1269
Public Works Department,42.2769,-71.1447
Transportation - Traffic Division,42.3386,-71.1562
Inspectional Services,42.3594,-71.0587
Inspectional Services,42.3516,-71.0608
Inspectional Services,42.3594,-71.0587
Transportation - Traffic Division,42.3807,-71.0685
Public Works Department,42.3485,-71.0696
Inspectional Services,42.3641,-71.0520
Inspectional Services,42.3353,-71.1031
Inspectional Services,42.3571,-71.1327
Public Works Department,42.3336,-71.0355
Public Works Department,42.3048,-71.1260
Inspectional Services,42.3594,-71.0587
Inspectional Services,42.3702,-71.0376
Inspectional Services,42.3594,-71.0587
Public Works Department,42.2952,-71.0810
Transportation - Traffic Division,42.3671,-71.0359
Transportation - Traffic Division,42.3305,-71.0326
Public Works Department,42.3594,-71.0587
Property Management,42.3736,-71.0389
Property Management,42.3657,-71.0300
Transportation - Traffic Division,42.3818,-71.0351
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3354,-71.0462
Public Works Department,42.3025,-71.0830
Public Works Department,42.3031,-71.0838
Mayor's 24 Hour Hotline,42.3235,-71.0711
Public Works Department,42.3018,-71.0818
Transportation - Traffic Division,42.3594,-71.0587
Inspectional Services,42.3594,-71.0587
Public Works Department,42.3750,-71.0373
Transportation - Traffic Division,42.3706,-71.0377
Public Works Department,42.3635,-71.1330
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3429,-71.0765
Transportation - Traffic Division,42.3784,-71.0622
Inspectional Services,42.3441,-71.0891
Public Works Department,42.2808,-71.0569
Transportation - Traffic Division,42.3135,-71.0752
Public Works Department,42.3720,-71.0631
Public Works Department,42.3594,-71.0587
Public Works Department,42.2920,-71.1498
Public Works Department,42.3594,-71.0587
Public Works Department,42.3156,-71.1043
Public Works Department,42.2925,-71.1493
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.2881,-71.1400
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.2559,-71.1291
Transportation - Traffic Division,42.3656,-71.0548
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3372,-71.1484
Public Works Department,42.3586,-71.1293
Public Works Department,42.2976,-71.0764
Public Works Department,42.2811,-71.0896
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Public Works Department,42.2848,-71.0948
Transportation - Traffic Division,42.3095,-71.0460
Public Works Department,42.3457,-71.0861
Public Works Department,42.3555,-71.0608
Public Works Department,42.3594,-71.0587
Public Works Department,42.3347,-71.1021
Transportation - Traffic Division,42.3491,-71.0796
Public Works Department,42.3399,-71.0542
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3435,-71.1456
Public Works Department,42.3442,-71.1449
Public Works Department,42.3037,-71.0846
Public Works Department,42.3594,-71.0587
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3263,-71.0825
Public Works Department,42.3393,-71.0512
Public Works Department,42.3519,-71.1693
Transportation - Traffic Division,42.3625,-71.0645
Public Works Department,42.3056,-71.1035
Inspectional Services,42.3513,-71.0608
Public Works Department,42.2817,-71.1545
Transportation - Traffic Division,42.2821,-71.0744
Public Works Department,42.3133,-71.0628
Transportation - Traffic Division,42.3497,-71.0655
Mayor's 24 Hour Hotline,42.3594,-71.0587
Public Works Department,42.2841,-71.0745
Public Works Department,42.3168,-71.0961
Public Works Department,42.3594,-71.0587
Inspectional Services,42.3328,-71.1021
Inspectional Services,42.3594,-71.0587
Public Works Department,42.3639,-71.0527
Mayor's 24 Hour Hotline,42.3566,-71.1392
Public Works Department,42.3594,-71.0587
Public Works Department,42.2887,-71.0736
Public Works Department,42.3409,-71.1477
Public Works Department,42.3362,-71.0745
Public Works Department,42.2641,-71.1265
Public Works Department,42.3162,-71.0771
Transportation - Traffic Division,42.2516,-71.1333
Public Works Department,42.3753,-71.0369
Public Works Department,42.3333,-71.0510
Public Works Department,42.3594,-71.0587
Inspectional Services,42.3793,-71.0639
Public Works Department,42.3136,-71.0923
Public Works Department,42.3364,-71.0798
Public Works Department,42.3241,-71.0603
Public Works Department,42.2688,-71.1711
Transportation - Traffic Division,42.3594,-71.0587
Transportation - Traffic Division,42.3319,-71.0821
Property Management,42.3860,-71.0762
Public Works Department,42.2641,-71.1508
Public Works Department,42.3135,-71.0538
Transportation - Traffic Division,42.3196,-71.0584
Animal Control,42.2736,-71.1094
Public Works Department,42.3594,-71.0587
Mayor's 24 Hour Hotline,42.3860,-71.0762
Public Works Department,42.3295,-71.0881
Public Works Department,42.3207,-71.1127
Transportation - Traffic Division,42.3784,-71.0622
Public Works Department,42.2829,-71.0649
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3156,-71.0600
Transportation - Traffic Division,42.3594,-71.0587
Inspectional Services,42.3626,-71.0593
Transportation - Traffic Division,42.3103,-71.0633
Public Works Department,42.3369,-71.0474
Inspectional Services,42.3594,-71.0587
Public Works Department,42.3362,-71.0745
Public Works Department,42.2819,-71.0520
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.2883,-71.0796
Public Works Department,42.3530,-71.0805
Transportation - Traffic Division,42.3842,-71.0786
Public Works Department,42.2817,-71.0891
Transportation - Traffic Division,42.3244,-71.0931
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3594,-71.0587
Parks & Recreation Department,42.3594,-71.0587
Transportation - Traffic Division,42.3336,-71.0847
Public Works Department,42.3478,-71.1326
Public Works Department,42.3491,-71.1717
Public Works Department,42.3215,-71.0770
Public Works Department,42.3215,-71.0770
Public Works Department,42.3509,-71.0572
Mayor's 24 Hour Hotline,42.3269,-71.0588
Public Works Department,42.3589,-71.0628
Public Works Department,42.3594,-71.0587
Mayor's 24 Hour Hotline,42.3352,-71.0750
Public Works Department,42.3594,-71.0587
Transportation - Traffic Division,42.3441,-71.0761
Transportation - Traffic Division,42.3731,-71.0395
Parks & Recreation Department,42.3421,-71.1512
Public Works Department,42.2931,-71.1517
Public Works Department,42.3455,-71.0803
Parks & Recreation Department,42.3599,-71.1245
Public Works Department,42.3103,-71.0614
Parks & Recreation Department,42.3391,-71.1512
Parks & Recreation Department,42.3429,-71.1421
Parks & Recreation Department,42.3756,-71.0629
Public Works Department,42.2847,-71.1498
Public Works Department,42.3328,-71.0314
Public Works Department,42.2833,-71.1556
Public Works Department,42.2435,-71.1388
Transportation - Traffic Division,42.3429,-71.0798
Parks & Recreation Department,42.3129,-71.0922
Inspectional Services,42.3346,-71.0927
Transportation - Traffic Division,42.3462,-71.0712
Public Works Department,42.2891,-71.1361
Transportation - Traffic Division,42.3636,-71.0560
Transportation - Traffic Division,42.3475,-71.1332
Mayor's 24 Hour Hotline,42.3594,-71.0587
Public Works Department,42.3559,-71.1374
Public Works Department,42.3502,-71.0688
Public Works Department,42.3141,-71.0957
Transportation - Traffic Division,42.3208,-71.1104
Transportation - Traffic Division,42.3804,-71.0614
Transportation - Traffic Division,42.3099,-71.0624
Public Works Department,42.3824,-71.0341
Public Works Department,42.2728,-71.0789
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3367,-71.0743
Public Works Department,42.3594,-71.0587
Public Works Department,42.3479,-71.0531
Transportation - Traffic Division,42.3810,-71.0701
Public Works Department,42.2917,-71.1516
Property Management,42.3856,-71.0108
Public Works Department,42.2908,-71.1387
Public Works Department,42.3233,-71.0924
Public Works Department,42.3475,-71.1029
Property Management,42.3856,-71.0226
Public Works Department,42.3008,-71.0643
Public Works Department,42.2694,-71.1275
Public Works Department,42.3031,-71.0573
Mayor's 24 Hour Hotline,42.3091,-71.0656
Public Works Department,42.3153,-71.0590
Public Works Department,42.3154,-71.0750
Public Works Department,42.3351,-71.0262
Public Works Department,42.3355,-71.0507
Public Works Department,42.2652,-71.1012
Transportation - Traffic Division,42.3814,-71.0672
Public Works Department,42.3816,-71.0599
Public Works Department,42.3470,-71.0715
Public Works Department,42.3795,-71.0631
Public Works Department,42.3795,-71.0631
Transportation - Traffic Division,42.3594,-71.0587
Public Works Department,42.3797,-71.0704
Parks & Recreation Department,42.3594,-71.0587
